name,page-name,page-id,likes,talking-about,party,dist,percent
黃韻涵,黃韻涵粉絲頁,huangyunhan73,6213,3176,國民黨,高雄市第2選舉區,51.1186222436826
邱志偉,邱志偉,1588286501409955,30712,3726,民進黨,高雄市第2選舉區,12.132065642094297
曾盈豐,曾盈豐-立法委員參選後援會,evo088088,175,186,自由台灣黨,高雄市第2選舉區,106.28571428571429
張顯耀,左楠好朋友張顯耀,2016newofficial,1536,715,國民黨,高雄市第3選舉區,46.54947916666667
劉世芳,左楠新立委劉世芳,2016newpower,19761,5812,民進黨,高雄市第3選舉區,29.4114670310207
梁蓓禎,梁蓓禎,liangbeizhen,4366,2745,信心希望聯盟,高雄市第3選舉區,62.87219422812643
郭倫豪,郭倫豪粉絲團,840699296019292,4639,1382,國民黨,高雄市第4選舉區,29.790903211899117
林岱樺,立法委員 林岱樺,LinDaiHua,6810,1523,民進黨,高雄市第4選舉區,22.36417033773862
蔡金晏,"下港的囝仔, 蔡金晏",tsaijinyen,10596,3101,國民黨,高雄市第5選舉區,29.265760664401665
管碧玲,管碧玲 (kuanbiling),biling.kuan,18209,1297,民進黨,高雄市第5選舉區,7.12285133725081
王新昌,王新昌 高雄第五選區立委參選後援會,428246474034089,248,1260,軍公教聯盟黨,高雄市第5選舉區,508.0645161290323
黃柏霖,黃柏霖,polin66666,27560,16414,國民黨,高雄市第6選舉區,59.55732946298984
李昆澤,李昆澤,power2tw,93717,19374,民進黨,高雄市第6選舉區,20.672876852652134
莊啟旺,莊啟旺,davis0301,8756,3290,國民黨,高雄市第7選舉區,37.57423481041571
趙天麟,趙天麟,skychao6238,102327,14610,民進黨,高雄市第7選舉區,14.2777566038289
黃璽文,鳳山有光黃璽文,HUANG2308,3097,542,國民黨,高雄市第8選舉區,17.50080723280594
許智傑,許智傑,ifongshan,22750,5565,民進黨,高雄市第8選舉區,24.461538461538463
林國正,林國正,1620968714810495,2164,2564,國民黨,高雄市第9選舉區,118.48428835489833
賴瑞隆,賴瑞隆,774908905922784,20453,8880,民進黨,高雄市第9選舉區,43.416613699701756
林宗彥,林宗彥博士 民國黨立委候選人 高雄市前鎮小港區,MktPhDLin,1977,722,民國黨,高雄市第9選舉區,36.51997976732423
